Age,Monthly_Salary,Years_at_Company,Work_Life_Balance,Job_Involvement,Overtime,Hours_Worked_Per_Week,Distance_from_Home,Attrition
52,80117,38,3,3,1,43,24,0
57,147340,19,2,3,0,57,15,0
19,79264,38,4,1,0,33,29,0
58,54830,3,2,2,0,63,29,1
62,79544,16,3,1,0,56,31,0
56,24627,14,4,3,0,63,37,0
59,145894,27,3,3,0,34,10,0
26,138159,15,4,3,1,68,8,0
39,131446,5,3,2,0,42,9,0
64,176526,27,4,2,0,31,5,0
22,91634,31,4,4,0,67,19,0
29,183301,16,1,2,1,70,8,1
18,122111,24,3,2,1,46,24,0
61,123040,38,4,2,1,52,1,0
39,41341,16,4,3,0,59,14,0
55,35375,14,2,4,0,57,22,0
36,115642,17,4,2,1,69,53,1
33,85627,19,2,2,0,71,6,1
48,135145,22,4,3,0,44,25,0
20,82515,4,1,4,0,53,34,0
40,21884,38,4,2,1,61,4,1
59,98968,11,1,4,0,31,18,0
35,132586,16,2,3,0,78,47,1
43,105041,29,3,2,1,43,4,0
30,99738,18,2,3,0,58,53,0
35,95767,31,3,1,0,36,17,0
20,125946,15,2,4,1,58,29,0
40,60720,1,3,3,1,35,41,1
20,29595,11,3,2,0,65,41,1
42,105623,2,2,3,1,76,26,1
44,185821,7,2,1,0,45,6,0
61,33918,36,4,3,0,58,28,0
44,148660,23,1,4,0,57,55,0
56,49984,24,3,3,0,44,35,0
42,128288,24,2,1,1,36,21,1
41,35813,13,3,4,0,47,48,0
25,155538,35,4,4,0,59,3,0
26,54999,14,4,3,0,51,34,0
63,78115,31,2,2,0,45,32,1
54,192236,1,1,3,0,64,10,1
47,128715,20,2,3,1,56,47,1
36,110333,3,4,3,0,31,28,0
33,39699,28,4,2,0,60,1,0
41,162553,28,2,4,0,70,12,0
61,103518,22,3,2,0,57,42,0
38,182406,2,3,3,1,71,26,1
53,138950,20,3,3,0,59,52,0
57,103462,15,4,4,0,77,53,0
56,159405,19,4,2,0,66,43,1
64,99996,34,3,3,1,78,2,0
23,85625,4,4,3,0,79,21,0
22,40790,25,4,3,0,71,7,0
31,156562,6,4,1,0,59,32,0
62,68055,15,4,3,1,75,22,0
59,128759,16,3,2,0,57,9,0
21,138394,1,1,3,0,56,58,1
25,118163,11,4,3,0,31,46,0
41,168665,12,4,4,0,70,26,0
28,188818,4,4,3,0,36,54,0
34,55992,15,3,3,1,36,6,0
38,57624,27,2,3,0,73,40,1
43,109713,7,2,3,0,48,25,0
60,173695,27,3,4,0,70,47,0
61,111471,7,3,3,0,62,20,0
62,151220,28,3,4,0,63,6,0
44,166335,17,3,3,0,73,27,0
33,44449,15,4,3,0,54,6,0
43,150670,25,3,3,0,60,56,0
50,147690,21,3,3,0,68,13,0
48,117138,14,3,2,1,69,42,1
64,136405,12,4,4,0,38,52,0
23,62314,21,3,3,0,67,30,0
61,164610,20,3,1,1,52,29,0
25,87899,23,3,3,0,41,47,0
24,47508,0,3,1,0,59,39,1
51,88643,28,2,4,0,35,2,0
61,156700,0,3,2,1,77,9,1
31,136189,0,2,2,1,43,7,1
33,61409,8,4,2,1,61,32,1
60,35180,20,3,4,0,34,33,0
26,163449,13,4,3,0,40,25,0
27,63548,27,1,4,0,37,48,0
34,147151,17,3,2,0,57,54,0
29,144323,32,2,1,0,79,39,1
23,75003,1,3,4,1,41,54,1
36,40319,33,4,4,1,53,47,0
60,181757,23,4,2,0,66,24,0
58,134637,18,4,3,0,79,22,0
46,43214,1,2,2,0,49,49,1
23,72861,5,3,3,1,77,37,1
42,146122,14,3,1,0,46,5,0
41,116649,10,2,2,1,45,19,1
42,69655,15,1,2,1,57,15,1
33,139739,20,4,2,1,71,27,1
33,121401,26,3,3,0,65,17,0
23,131892,21,3,3,0,39,55,0
54,29657,2,2,3,0,60,54,1
38,155592,2,3,3,0,73,1,0
21,136585,20,4,3,0,45,34,0
51,187556,5,2,4,0,68,31,1
45,49577,24,3,3,1,51,44,0
55,198671,36,3,3,0,58,50,0
58,50558,29,2,4,0,55,54,0
45,127146,38,4,1,0,52,20,0
34,152282,19,3,3,0,40,18,0
31,83807,0,4,1,0,77,32,1
24,135056,34,3,2,1,39,17,0
39,194376,25,3,2,0,64,37,1
18,118235,20,3,3,1,75,47,1
46,22843,9,3,3,1,66,44,1
48,39834,28,1,2,0,54,8,0
47,113263,2,2,3,1,69,55,1
32,130850,12,2,3,0,72,35,1
35,103064,8,4,1,1,57,28,0
52,72278,15,1,1,0,42,19,0
47,60428,27,3,4,0,68,43,0
51,85553,27,2,3,0,65,20,0
59,131924,10,3,2,0,44,33,0
28,91535,29,3,3,0,78,49,0
44,196458,10,1,4,0,31,8,0
41,143825,28,4,4,0,60,32,0
52,185127,11,3,4,0,45,35,0
56,167723,7,1,3,1,57,58,1
25,53202,9,3,4,0,64,22,0
35,186337,34,2,3,0,38,36,0
30,59208,35,4,3,1,60,38,0
62,58805,12,3,3,0,60,55,0
41,191646,26,2,4,0,75,24,0
40,72360,39,1,2,1,34,34,1
29,127214,1,1,3,0,72,34,1
47,196010,27,1,3,0,70,58,1
48,199596,33,1,2,1,69,8,1
45,198587,20,3,1,0,75,25,0
39,130168,5,4,3,0,74,17,0
61,110852,38,3,4,0,57,48,0
45,91231,25,3,3,0,31,39,0
30,99414,35,2,3,1,74,27,1
42,126264,39,1,2,0,59,31,1
61,24886,17,4,3,0,44,22,0
63,23771,38,3,4,0,38,56,0
24,116183,4,4,4,0,37,3,0
62,79070,25,4,4,0,40,4,0
23,140711,10,2,4,1,60,24,0
41,189744,15,2,4,0,32,18,0
36,66686,18,3,2,0,61,36,1
36,67193,4,2,1,0,52,35,1
53,100630,6,1,3,0,30,16,0
26,111210,2,4,3,0,45,20,0
53,145501,24,2,4,1,57,10,0
55,64765,9,1,3,1,31,3,0
57,197418,4,3,3,0,63,47,0
46,145890,31,4,4,0,55,11,0
41,113095,31,2,2,0,72,45,1
22,175559,4,3,3,0,64,28,0
59,146584,18,2,1,0,38,52,1
62,103764,11,4,3,1,31,47,0
43,154996,30,3,3,0,30,59,0
31,150530,16,3,2,0,58,29,0
56,68469,21,4,3,0,47,43,0
46,197010,21,4,3,1,45,11,0
23,172337,25,2,3,0,63,17,0
24,36918,30,4,2,1,56,16,0
54,60345,5,3,2,0,67,13,0
35,159548,11,3,3,0,33,56,0
40,60755,26,4,3,0,38,11,0
61,30861,16,3,4,1,35,37,0
55,111241,9,4,3,0,45,28,0
18,126999,4,3,2,1,35,13,0
21,191776,3,2,4,0,38,12,0
61,180911,38,4,4,0,52,21,0
64,77405,14,1,2,0,79,5,1
52,107781,1,3,3,0,76,31,1
40,74353,7,1,2,0,33,52,1
44,38767,15,1,4,0,77,14,0
43,77554,19,2,3,0,50,7,0
25,145274,23,4,4,0,54,14,0
60,132619,34,3,3,0,48,14,0
33,159640,16,2,3,0,62,39,1
58,193217,4,3,2,0,61,29,0
20,178927,13,4,3,0,62,51,0
49,141652,13,3,3,0,47,17,0
22,125366,30,1,2,0,62,40,1
37,72650,19,4,2,1,53,58,1
31,165451,12,3,1,1,43,2,0
49,88383,8,2,2,0,73,14,1
43,109578,33,4,3,0,68,2,0
64,174902,11,3,2,0,52,6,0
23,175539,39,2,2,0,51,48,1
53,184572,15,3,3,1,35,28,0
57,74215,0,3,3,1,69,11,1
22,81212,15,4,1,0,46,26,0
30,125617,5,2,2,1,37,3,1
49,174692,19,3,3,0,51,7,0
33,65577,5,3,2,0,45,34,0
18,120462,34,2,3,1,45,34,1
30,138352,2,3,4,1,69,17,1
28,79999,20,4,3,1,52,4,0
25,143958,6,3,3,1,42,44,0
42,175267,13,2,3,0,73,46,1
57,195326,29,4,4,1,61,6,0
49,84383,21,4,2,1,69,37,1
41,179294,13,3,3,0,56,39,0
45,155691,24,2,2,0,50,33,1
31,136881,2,2,3,0,32,6,0
62,52287,4,2,3,1,50,13,0
20,78928,4,4,3,1,56,5,0
53,149895,8,2,3,0,44,17,0
44,40428,37,3,1,0,77,14,0
37,162678,36,3,3,0,64,23,0
64,71138,3,1,3,1,70,37,1
32,145606,19,4,3,1,67,33,1
44,109393,20,3,2,0,53,46,0
62,38132,23,3,2,0,44,9,0
58,101094,6,1,3,0,40,34,0
45,86454,7,4,2,0,73,33,1
42,45695,10,3,2,0,64,7,0
59,149598,8,3,2,0,74,17,0
61,159969,5,3,2,1,68,48,1
63,172385,39,4,2,0,57,43,0
50,185647,16,4,3,0,74,37,0
63,111511,12,3,3,0,33,39,0
31,24423,16,3,2,0,69,45,1
25,193652,1,2,1,1,56,3,1
31,84806,29,3,3,0,42,8,0
18,55210,31,3,2,0,41,1,0
33,22595,35,3,3,1,44,3,0
35,197046,6,4,3,0,44,48,0
24,196204,15,2,2,1,60,8,1
32,89611,18,3,2,1,63,4,1
41,95177,14,3,3,0,33,52,0
30,105862,13,4,2,1,67,47,1
26,54539,6,4,2,0,79,49,1
32,74827,32,3,4,1,52,47,0
52,70169,33,2,3,1,56,37,1
41,121996,23,4,3,0,37,9,0
50,81568,34,3,2,0,71,3,0
33,176166,20,4,3,0,62,42,0
25,62095,23,4,2,1,49,51,1
46,104692,36,3,4,0,41,22,0
40,160079,15,4,3,0,31,8,0
62,193994,16,1,4,0,47,37,0
48,80210,28,4,3,1,65,54,1
57,33377,17,4,4,0,33,14,0
31,137790,10,4,3,0,75,56,0
47,142150,2,4,3,0,58,6,0
56,152872,17,2,3,1,55,20,0
44,37192,15,4,2,0,31,21,0
64,57901,0,3,3,0,52,18,0
33,20969,26,3,2,0,66,55,1
23,187919,30,1,3,0,77,56,1
50,71031,27,3,3,0,59,30,0
61,56087,39,2,4,0,34,4,0
35,57473,26,3,2,0,79,59,1
33,190451,8,2,2,0,55,1,0
29,50655,37,3,3,0,73,31,0
37,166331,35,2,3,0,38,29,0
62,85923,26,4,1,0,44,11,0
57,65814,25,3,3,0,58,47,0
46,88025,26,4,2,0,72,58,1
47,127011,3,1,3,0,40,57,0
43,88426,37,4,3,1,76,56,1
39,196172,11,1,1,1,68,55,1
50,86258,14,4,2,1,58,31,1
56,28947,29,4,2,0,42,11,0
64,186090,13,2,3,0,70,22,0
46,126881,7,4,4,0,58,1,0
39,85461,27,3,3,1,74,6,0
62,42510,30,3,2,0,58,32,0
30,125077,1,4,2,0,48,17,0
26,162279,14,4,1,0,70,33,1
41,166145,39,4,2,0,34,16,0
32,98183,7,3,3,0,51,56,0
53,159262,4,2,2,0,70,7,1
30,56855,3,2,3,0,62,29,0
44,57846,11,2,3,0,71,20,0
61,159214,9,2,3,0,77,44,1
54,112079,3,3,3,1,60,48,0
24,72470,9,4,2,0,73,8,0
25,127568,28,4,4,0,65,36,0
54,99949,27,3,4,0,53,53,0
58,20768,28,2,2,0,65,31,1
31,47255,18,3,2,0,71,46,1
29,61946,12,2,4,1,48,29,0
53,156629,33,4,2,0,72,26,0
57,194391,19,2,3,1,50,58,1
34,113156,17,2,4,1,48,54,1
57,38691,35,3,1,1,42,23,0
46,119693,0,3,2,0,50,41,1
44,161335,25,2,2,0,74,19,1
18,98922,2,3,3,0,36,15,0
51,128165,2,4,3,1,79,7,1
21,45993,20,3,3,0,37,45,0
41,134121,17,3,4,0,38,32,0
38,124537,30,4,4,0,61,33,0
50,32324,35,3,1,1,37,9,0
24,112981,30,2,4,0,39,40,0
18,177234,7,4,2,0,30,5,0
58,90203,24,4,2,0,70,21,0
20,52383,19,4,3,0,67,48,0
61,171858,10,4,3,1,70,41,1
32,182331,39,3,1,0,60,59,0
48,199951,0,3,2,1,59,20,1
33,182723,20,4,3,0,44,33,0
27,81080,16,3,1,1,40,21,0
46,94659,27,3,2,0,50,26,0
23,190828,17,4,3,0,45,47,0
46,33755,28,4,4,0,55,31,0
34,199776,9,4,4,0,36,25,0
39,120296,8,4,2,1,40,8,0
41,195738,33,2,2,1,59,2,1
34,59661,19,3,3,1,63,29,0
38,97277,30,3,3,0,72,37,0
28,170600,2,1,3,1,73,19,1
24,133693,0,4,4,0,61,9,0
59,108802,32,2,3,0,47,27,0
56,174926,7,4,2,1,60,36,1
22,82236,17,3,3,1,56,44,0
61,62494,29,4,3,1,59,53,0
38,80480,32,3,4,1,69,31,1
35,196874,21,2,2,0,40,4,0
52,170130,16,4,3,0,37,22,0
37,90084,8,4,1,0,43,45,0
32,180574,21,4,3,0,61,15,0
22,78204,9,2,1,1,47,55,1
30,34263,32,3,2,0,62,59,1
29,164178,38,3,3,1,54,16,0
38,103312,2,3,3,0,58,16,0
54,35396,16,3,4,0,63,28,0
23,46455,8,2,2,0,52,17,0
24,134547,39,3,2,0,58,18,0
43,74490,35,1,3,0,52,3,0
59,151720,18,1,2,0,64,38,1
25,75546,33,2,4,0,30,8,0
26,84396,1,3,4,1,52,24,0
44,53588,26,4,4,0,65,2,0
21,84202,18,4,3,0,30,45,0
38,135159,32,2,4,0,32,43,0
48,134809,25,3,4,1,41,54,0
38,41829,33,2,3,0,47,45,0
57,123180,27,1,3,1,78,19,1
42,104715,15,3,1,0,63,51,1
56,56984,21,3,4,0,53,28,0
32,153249,27,4,4,0,48,23,0
52,169755,13,4,4,0,31,23,0
60,117042,5,4,1,0,62,55,1
58,83276,10,2,2,0,51,4,0
54,31693,19,4,2,0,31,37,0
59,155214,35,3,3,0,73,36,0
64,136656,15,2,1,0,35,12,0
45,195694,5,2,4,0,71,10,0
31,108564,7,2,3,1,49,58,1
21,81291,35,4,3,1,53,56,0
37,22472,3,1,3,0,45,32,0
51,100836,33,4,2,1,61,35,1
29,50549,19,4,3,0,31,59,0
50,98554,23,3,3,1,78,38,1
41,176898,2,4,3,0,58,43,0
37,88646,27,1,2,0,62,18,1
22,99142,29,3,3,1,48,37,0
55,159873,28,2,3,0,39,46,0
47,143937,20,1,2,1,68,2,1
41,129530,26,3,4,0,57,15,0
60,117347,24,3,3,0,34,11,0
57,112358,2,3,3,1,51,16,0
24,139343,0,3,4,1,73,33,1
53,20258,22,4,2,1,48,58,1
55,157940,4,3,2,0,33,35,0
33,26817,30,3,3,0,73,14,0
32,58512,24,4,3,0,49,30,0
63,50856,34,4,3,1,69,20,0
40,163164,0,3,2,1,38,55,1
29,116636,14,3,2,1,49,14,0
46,150571,38,4,4,0,47,18,0
61,102157,23,2,1,0,59,35,1
32,56123,33,2,3,0,56,22,0
46,108521,17,2,3,0,74,50,1
62,21158,24,4,2,0,56,47,0
60,118898,35,4,3,0,43,35,0
38,38134,0,1,4,1,54,15,1
32,36786,8,1,4,0,52,47,0
31,110933,30,4,2,1,64,29,1
59,75030,21,3,1,1,74,30,1
61,30494,37,3,2,1,35,21,0
33,46273,1,3,3,0,70,36,1
32,114040,19,4,3,0,71,11,0
59,165832,22,2,3,0,39,21,0
21,58302,11,3,4,1,30,40,0
44,90822,9,1,3,1,49,29,0
40,65540,31,3,4,0,32,59,0
46,183502,4,3,3,0,54,5,0
58,58419,28,2,3,1,68,20,1
26,154624,32,3,3,0,76,47,0
60,79571,22,3,4,0,49,11,0
60,174694,35,4,4,1,65,22,0
24,68829,12,4,3,1,78,25,0
59,156068,1,3,3,0,75,48,1
21,54232,10,4,2,0,61,54,1
22,82083,27,3,1,0,44,5,0
22,74034,24,4,2,1,68,31,1
28,59379,35,3,1,1,30,45,1
58,182074,17,3,3,1,78,26,0
45,55868,38,1,3,1,68,19,1
33,46532,8,4,1,0,57,59,0
58,56861,1,3,1,1,58,14,1
47,172307,35,4,3,1,61,45,1
21,128532,16,3,4,0,30,25,0
19,154651,32,1,2,1,37,4,1
63,45619,34,3,3,0,75,43,0
20,41829,32,4,3,0,63,6,0
38,40912,31,1,2,0,70,1,1
23,191406,19,2,1,0,32,54,1
60,193073,29,1,3,1,68,59,1
35,185413,21,2,3,1,78,54,1
61,163735,24,3,2,0,54,16,0
22,42104,10,4,3,0,39,24,0
26,193395,33,3,3,0,45,40,0
37,199349,27,4,3,0,42,38,0
45,168712,34,3,2,0,39,11,0
43,168583,3,4,1,0,75,20,0
35,118235,8,2,2,0,62,6,1
36,195726,21,3,2,1,68,24,1
20,137472,24,3,3,1,35,27,0
26,114428,20,2,3,0,34,5,0
53,75233,24,2,2,1,30,48,1
48,152121,16,3,3,0,68,54,0
34,123487,14,4,3,0,57,41,0
40,87837,6,4,2,0,33,37,0
51,78498,31,4,2,1,63,48,1
58,134717,7,2,2,0,66,21,1
58,143666,2,2,2,1,31,57,1
22,130601,32,3,2,1,57,8,0
32,187038,35,3,3,0,32,18,0
64,194777,16,3,2,0,55,18,0
20,149147,0,3,3,0,37,25,0
36,136052,35,3,1,1,52,36,1
45,110641,39,4,2,0,48,25,0
20,93685,16,3,3,1,69,6,0
55,166104,36,3,3,0,32,30,0
21,173315,24,2,2,0,56,14,0
41,65915,24,3,3,0,70,23,0
48,128962,12,4,2,0,42,17,0
62,37379,12,3,4,1,69,49,1
62,92401,11,3,2,0,65,12,0
28,99146,31,4,3,0,58,8,0
54,109416,34,2,4,0,63,16,0
18,153703,27,2,3,1,30,4,0
26,149140,19,3,3,0,44,1,0
34,118567,27,3,3,0,47,44,0
18,191524,30,3,2,0,71,41,1
20,81196,23,3,2,1,39,41,1
64,33830,10,2,2,0,77,16,1
43,175668,15,2,1,0,35,34,1
48,63484,37,3,2,1,40,45,1
43,114756,16,2,1,1,50,4,1
40,45772,4,4,3,0,78,44,0
47,25116,19,4,1,0,62,4,0
27,101839,34,3,3,1,42,54,0
25,143085,13,3,4,0,68,59,0
61,21636,25,4,1,0,39,49,0
42,192662,23,4,3,0,43,19,0
39,112338,30,1,2,0,73,20,1
32,27811,17,2,3,0,46,42,0
58,166295,38,1,4,0,43,29,0
27,161653,21,4,3,0,30,18,0
37,40919,20,3,3,0,51,55,0
58,103018,33,2,2,1,54,17,1
64,153676,24,3,3,1,41,27,0
40,149672,39,4,2,0,64,38,1
18,151279,29,2,3,0,42,23,0
19,159535,5,3,3,0,43,8,0
36,187518,24,2,3,0,56,3,0
31,121772,4,4,3,0,66,43,0
25,32671,28,1,3,0,44,27,0
55,29476,21,4,2,0,45,21,0
29,24986,2,4,2,1,61,49,1
43,128158,29,3,3,1,58,26,0
44,179662,23,4,2,0,33,53,0
46,166598,16,3,3,1,40,37,0
32,62001,19,2,3,0,59,38,0
63,73242,25,3,4,0,47,44,0
18,26803,4,4,2,0,55,54,0
60,71446,12,3,2,0,71,24,0
45,31905,38,2,2,0,59,51,1
20,148295,3,1,3,0,51,56,0
35,22461,16,3,4,0,46,26,0
51,78687,39,4,4,0,58,19,0
49,156745,34,4,2,0,53,16,0
46,197844,30,4,3,1,44,6,0
42,148860,15,3,3,1,58,45,0
43,95956,33,3,2,0,54,46,0
56,102863,31,4,2,1,39,52,1
25,49564,32,4,1,0,51,34,0
36,89692,7,4,3,0,49,13,0
64,32251,29,3,3,0,43,57,0
59,99056,2,4,4,0,42,40,0
39,152977,16,3,3,1,43,13,0
46,167806,23,3,3,0,62,44,0
50,177958,15,2,2,0,58,35,1
55,187149,19,4,1,0,60,29,0
62,25661,9,4,3,0,30,40,0
63,23838,23,3,2,1,59,4,0
52,62073,6,3,3,0,55,34,0
60,161450,19,4,3,0,55,39,0
20,159130,12,2,2,0,66,53,1
36,95113,28,3,2,0,38,3,0
27,109806,9,3,4,1,41,43,0
44,53884,8,4,4,1,54,54,0
32,143013,6,4,3,0,33,28,0
28,179599,32,3,3,0,77,3,0
64,193259,23,2,4,0,35,57,0
43,189807,15,3,2,1,59,41,1
41,167053,31,1,4,0,53,25,0
30,145989,3,2,1,0,54,59,1
49,82457,13,2,4,1,59,37,1
54,178152,28,3,2,1,38,2,0
21,31797,21,3,4,0,72,5,0
30,77056,22,4,4,0,41,50,0
26,46457,25,1,2,0,74,41,1
51,171989,25,4,3,0,55,3,0
54,28871,21,4,2,0,37,2,0
24,170125,2,4,3,1,48,25,0
18,103050,16,3,2,0,62,27,0
29,58398,13,3,2,0,33,57,0
38,95058,29,3,1,0,41,51,0
28,25030,12,3,3,0,37,54,0
61,21381,25,2,3,0,75,1,0
61,167825,39,3,2,0,34,31,0
61,156164,31,3,3,0,61,38,0
31,72946,33,3,1,0,34,17,0
51,107620,22,3,1,0,31,8,0
51,100093,33,1,3,0,34,46,0
42,145370,11,4,1,1,52,50,1
21,159639,22,2,3,1,34,21,0
43,178938,27,4,1,0,46,39,0
33,185783,18,3,2,0,67,18,0
27,135645,33,3,4,1,78,26,0
62,199815,7,1,3,0,39,14,0
19,45386,33,3,3,0,35,46,0
52,43013,15,3,2,0,50,42,0
36,26885,6,4,2,0,45,23,0
23,126905,26,4,2,0,60,27,0
36,183893,19,2,2,0,69,55,1
25,165117,34,3,3,0,70,23,0
31,38780,16,3,4,0,62,18,0
27,176622,27,4,3,1,65,36,1
20,109771,7,2,3,1,37,1,0
55,98377,3,4,1,0,48,50,0
46,68284,32,4,2,0,31,35,0
32,80238,21,3,1,1,55,59,1
40,67184,30,4,2,0,35,37,0
40,172377,0,3,3,0,48,7,0
35,60021,13,3,3,1,51,44,0
63,148446,6,4,3,0,64,51,0
36,63184,7,3,1,1,65,29,1
45,38942,7,2,3,1,68,15,1
43,175786,23,3,3,0,37,52,0
27,71672,0,4,1,0,30,3,0
64,132437,34,3,3,1,56,29,0
21,106557,7,4,2,0,77,51,1
19,63201,4,3,3,0,41,35,0
20,83296,31,4,2,0,66,38,1
24,108549,0,4,2,0,57,53,1
33,103257,1,1,1,0,43,37,1
48,97817,14,3,1,0,32,57,0
27,34008,8,1,3,0,48,49,0
36,80196,11,2,1,1,49,1,1
45,22294,9,4,2,1,58,32,1
34,39061,23,4,4,0,66,29,0
45,75733,18,1,3,1,63,4,1
36,118376,16,1,3,0,76,46,1
54,191076,1,3,3,0,41,40,0
40,100625,9,2,4,1,73,56,1
37,142007,4,1,4,1,40,18,0
30,145758,38,4,3,0,58,20,0
30,144686,5,3,2,1,76,38,1
60,30237,1,3,3,0,35,53,0
28,31694,7,2,3,0,42,4,0
32,106472,3,3,2,1,64,29,1
34,161540,30,4,2,0,41,15,0
45,169533,35,2,3,0,34,16,0
36,94062,7,4,3,1,63,21,0
21,139443,30,3,3,1,57,31,0
39,98000,16,3,2,0,41,33,0
39,96599,39,3,2,0,51,41,0
54,33064,13,2,2,1,50,52,1
56,164661,7,4,3,0,47,44,0
51,152004,24,4,3,1,41,19,0
50,168091,13,3,2,0,55,18,0
61,75835,22,3,3,1,53,5,0
59,173229,16,4,3,1,63,17,0
57,72381,11,4,3,0,40,40,0
50,37574,19,4,3,1,39,15,0
29,199384,33,3,3,0,66,11,0
19,52779,10,3,3,0,44,16,0
45,130498,26,4,2,0,39,53,0
27,181960,8,3,2,0,39,45,0
39,131422,17,1,4,0,66,57,1
34,46025,37,4,2,0,48,45,0
43,159132,35,4,3,1,39,35,0
20,184288,27,2,2,0,46,52,1
24,93197,19,3,4,1,48,59,0
61,120800,28,1,2,1,30,56,1
25,84617,3,3,4,0,58,45,0
37,151498,14,3,4,0,44,14,0
29,45491,27,2,2,0,63,10,1
52,39553,39,2,4,1,46,1,0
34,163990,23,3,2,1,64,38,1
45,32513,36,4,3,1,55,54,0
58,167902,15,3,3,0,45,30,0
27,195767,21,2,4,0,33,15,0
39,181243,16,4,3,1,45,14,0
55,153322,0,2,1,0,76,48,1
50,76263,30,4,2,0,40,48,0
39,82114,24,1,2,1,54,46,1
61,22681,11,4,3,0,41,17,0
54,103321,19,3,4,0,37,12,0
30,154479,18,4,3,0,41,41,0
44,59529,4,3,4,0,75,11,0
32,68901,14,4,4,0,52,45,0
39,37427,24,3,2,0,41,52,0
47,149463,34,1,4,1,71,43,1
60,41747,2,1,2,0,57,23,1
57,33555,17,3,4,1,65,9,0
54,113130,21,1,4,0,36,46,0
51,43263,15,1,1,0,39,41,1
61,156199,14,3,3,0,56,31,0
51,124893,4,2,3,1,75,52,1
52,81453,12,3,3,1,43,55,0
59,128930,27,3,3,0,38,11,0
36,78389,9,1,4,0,43,44,0
25,163584,15,3,3,1,58,57,0
56,83722,1,3,4,0,35,54,0
50,155109,35,4,4,0,59,44,0
61,113159,24,4,4,1,48,56,0
45,157926,4,3,3,1,71,42,1
54,176805,27,4,2,0,37,54,0
42,54311,16,2,3,0,30,10,0
53,37175,1,4,2,1,34,7,1
34,75195,14,3,4,0,74,34,0
41,48090,37,2,4,0,31,6,0
38,65636,28,3,2,1,64,54,1
19,189938,22,4,1,0,78,48,1
48,118248,17,4,4,1,36,32,0
61,125752,13,1,2,0,36,52,1
50,93334,31,1,2,0,74,28,1
47,130956,5,4,3,0,69,41,0
29,73111,27,3,1,0,62,26,0
61,106284,17,3,2,0,45,9,0
29,21716,34,4,3,0,57,34,0
41,56404,37,2,4,1,67,15,1
41,195396,3,1,2,0,33,11,0
28,93406,30,2,2,1,39,3,1
30,99218,10,4,3,0,62,28,0
44,173127,10,2,1,0,30,18,0
25,196205,28,3,3,0,65,15,0
27,91262,18,4,3,1,47,12,0
25,27557,16,4,1,0,68,48,1
37,117304,3,2,3,1,56,14,0
25,148301,3,4,3,0,59,1,0
26,55486,11,4,2,0,40,44,0
24,71557,6,4,2,0,53,48,0
31,60655,20,4,2,0,48,46,0
45,146045,32,1,2,0,30,18,0
19,109638,36,3,4,1,53,39,0
60,83823,11,3,1,1,48,9,0
25,133827,6,2,4,1,61,16,1
30,126836,14,3,4,0,49,44,0
38,104801,36,4,3,0,66,50,0
64,43094,8,4,2,0,56,25,0
45,149095,32,2,3,1,60,14,0
52,164425,37,2,3,0,30,56,0
40,81850,15,4,2,0,37,45,0
63,197025,30,3,3,1,34,24,0
32,184483,14,4,4,0,53,9,0
19,134708,1,3,2,0,71,50,1
29,31264,12,2,2,0,67,34,1
53,184517,4,3,3,0,51,53,0
20,167003,32,3,3,0,36,38,0
22,62059,31,4,4,0,30,14,0
20,22650,20,2,3,0,50,46,0
64,63024,1,4,4,1,67,58,1
36,162664,35,4,2,0,44,19,0
19,76238,32,3,2,0,44,59,0
61,194903,10,3,2,0,75,51,1
54,194462,22,4,2,1,64,26,1
34,91220,37,3,2,0,34,5,0
31,164529,32,3,2,0,61,13,0
45,136104,39,3,2,1,56,16,0
44,27074,7,1,4,1,59,54,1
27,77344,35,3,3,0,36,19,0
20,136776,35,2,2,0,33,44,1
53,52979,32,1,2,0,77,27,1
55,197484,28,2,2,0,41,49,1
42,89258,30,2,2,0,41,53,1
39,162781,29,3,3,1,32,26,0
56,62925,7,4,3,0,43,36,0
64,167759,25,4,4,0,47,13,0
47,85066,22,1,4,0,58,52,0
38,56540,25,2,4,0,30,47,0
47,38165,37,3,3,0,74,26,0
45,197961,38,2,3,0,68,36,1
48,82055,1,3,4,0,32,42,0
43,180266,25,4,4,0,42,27,0
60,192839,17,3,1,1,42,56,1
39,162454,26,3,2,0,35,50,0
38,114154,16,3,3,1,67,45,1
18,106123,14,2,2,0,58,13,0
54,86889,6,2,3,0,51,51,0
30,93907,16,2,3,1,55,40,1
38,94608,18,4,3,0,74,52,0
63,138690,26,2,2,1,60,23,1
26,39184,39,4,4,0,68,57,0
34,26902,16,3,2,1,76,35,1
64,40647,31,3,4,0,59,30,0
38,49140,15,3,2,0,66,26,0
48,120541,29,3,2,1,52,5,0
56,71730,13,4,2,0,41,17,0
39,148996,17,3,4,0,67,20,0
29,54546,21,4,2,1,72,21,1
23,168076,15,3,3,0,32,59,0
33,78557,15,1,3,0,74,8,0
43,73206,25,1,2,0,67,18,1
22,163577,5,3,3,0,63,43,0
26,76618,6,4,2,0,63,3,0
63,57031,8,2,3,0,51,15,0
57,194859,25,3,3,0,47,21,0
31,165649,1,2,1,1,31,51,1
61,159115,35,4,2,1,57,52,1
59,185202,2,3,1,0,46,47,1
47,112950,20,4,3,0,52,52,0
43,79846,2,3,3,0,69,10,0
62,150182,8,4,3,0,65,18,0
46,71392,11,4,3,1,32,6,0
